"","hs_complete","taken_comp_classes","work_computer","computer_hours","income","job_satisfaction","retired_tech","computer_unemployment","computers_add_jobs","science_better","satisfaction_binomial","satisfaction_binom"
"2172","Yes","Yes","Yes",10,39000,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Strongly satisfied",1
"2173","Yes","No","No",0,17000,"Strongly satisfied",NA,NA,"No opinion","Somewhat agree","Strongly satisfied",1
"2174","Yes","Yes","Yes",37,30000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"2175","Yes","No","No",0,16860,"Somewhat satisfied","No",NA,"Somewhat agree","Somewhat agree","Somewhat satisfied",1
"2176","Yes","Yes","No",0,8000,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat disagree","Strongly satisfied",1
"2177","No","Yes","Yes",5,60000,"Strongly satisfied",NA,NA,"Strongly agree","Strongly agree","Strongly satisfied",1
"2178","No","No","Yes",5,35000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat satisfied",1
"2179","No","No","No",0,25000,"Somewhat satisfied",NA,NA,"Strongly disagree","Somewhat disagree","Somewhat satisfied",1
"2180","Yes","Yes","No",0,840,"Somewhat satisfied",NA,NA,"Somewhat disagree","Strongly agree","Somewhat satisfied",1
"2181","Yes","Yes","No",0,0,"Strongly satisfied",NA,"No","Strongly agree","Strongly agree","Strongly satisfied",1
"2182","Yes","Yes","No",0,25000,"Somewhat satisfied",NA,NA,"Strongly disagree","Strongly agree","Somewhat satisfied",1
"2183","Yes","No","No",0,35000,"Strongly satisfied",NA,NA,"Somewhat agree","Somewhat agree","Strongly satisfied",1
"2184","Yes","No","No",0,25000,"Strongly satisfied",NA,NA,"Somewhat disagree","Strongly agree","Strongly satisfied",1
"2185","Yes","Yes","Yes",5,20000,"Strongly satisfied",NA,NA,"Strongly disagree","Somewhat agree","Strongly satisfied",1
"2186","Yes","No","No",0,22000,"Strongly satisfied",NA,NA,"Strongly disagree","Somewhat agree","Strongly satisfied",1
"2187","No","No","No",0,1500,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"2188","Yes","Yes","Yes",35,19000,"Strongly satisfied",NA,NA,"Somewhat disagree","Strongly agree","Strongly satisfied",1
"2189","Yes","Yes","Yes",10,35000,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Strongly satisfied",1
"2190","Yes","Yes","Yes",40,16800,"Strongly satisfied",NA,NA,"No opinion","Somewhat agree","Strongly satisfied",1
"2191","Yes","No","No",0,10000,"Somewhat satisfied",NA,NA,"Somewhat agree","Somewhat agree","Somewhat satisfied",1
"2192","No","No","No",0,20000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Strongly agree","Somewhat satisfied",1
"2193","Yes","No","Yes",2,25000,"Somewhat satisfied",NA,NA,"No opinion","Strongly agree","Somewhat satisfied",1
"2194","Yes","No","No",0,43000,"Strongly satisfied",NA,NA,"Strongly disagree","Somewhat agree","Strongly satisfied",1
"2195","Yes","No","Yes",41,30000,"Somewhat satisfied",NA,NA,"Somewhat disagree","No opinion","Somewhat satisfied",1
"2196","Yes","No","No",0,24000,"Somewhat satisfied",NA,NA,"Strongly disagree","Somewhat agree","Somewhat satisfied",1
"2197","Yes","No","Yes",2,60000,"Somewhat satisfied",NA,NA,"Strongly disagree","Strongly agree","Somewhat satisfied",1
"2198","Yes","Yes","Yes",15,27000,"Strongly satisfied",NA,NA,"Strongly disagree","Strongly agree","Strongly satisfied",1
"2199","Yes","No","No",0,14000,"Strongly satisfied",NA,NA,"Somewhat agree","Somewhat agree","Strongly satisfied",1
"2200","No","No","No",0,8800,"Strongly dissatisfied",NA,NA,"Strongly disagree","Somewhat disagree","Strongly dissatisfied",0
"2201","Yes","No","No",0,8400,"Strongly satisfied",NA,NA,"Somewhat disagree","Strongly agree","Strongly satisfied",1
"2202","Yes","No","No",0,10000,"Strongly satisfied",NA,NA,"Strongly agree","Somewhat agree","Strongly satisfied",1
"2203","Yes","No","No",0,18000,"Strongly satisfied",NA,NA,"Strongly disagree","Strongly disagree","Strongly satisfied",1
"2204","Yes","Yes","No",0,10000,"Somewhat satisfied",NA,NA,"Somewhat agree","Strongly agree","Somewhat satisfied",1
"2205","Yes","Yes","Yes",25,11000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat disagree","Somewhat satisfied",1
"2206","Yes","No","No",0,5200,"Somewhat satisfied",NA,NA,"Somewhat agree","Strongly agree","Somewhat satisfied",1
"2207","Yes","Yes","Yes",30,34000,"Somewhat satisfied",NA,"No","Somewhat disagree","Strongly agree","Somewhat satisfied",1
"2208","Yes","Yes","Yes",30,30000,"Somewhat satisfied",NA,NA,"Strongly disagree","Strongly disagree","Somewhat satisfied",1
"2209","Yes","Yes","No",0,0,"Somewhat dissatisfied",NA,NA,"Somewhat disagree","Strongly agree","Somewhat dissatisfied",0
"2210","Yes","Yes","Yes",27,23000,"Somewhat satisfied",NA,NA,"Strongly agree","Strongly agree","Somewhat satisfied",1
"2211","Yes","No","Yes",0,26000,"Strongly satisfied",NA,NA,"Strongly disagree","Somewhat disagree","Strongly satisfied",1
"2212","Yes","No","Yes",41,45000,"Strongly satisfied",NA,NA,"Somewhat disagree","Strongly agree","Strongly satisfied",1
"2213","Yes","No","No",0,35000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"2214","Yes","Yes","No",0,40000,"Somewhat dissatisfied",NA,"No","Somewhat disagree","Somewhat agree","Somewhat dissatisfied",0
"2215","Yes","No","No",0,22000,"Somewhat satisfied",NA,NA,"Strongly disagree","Somewhat disagree","Somewhat satisfied",1
"2216","Yes","No","No",0,30000,NA,NA,NA,"No opinion","Somewhat agree","Not stated",NA
"2217","Yes","Yes","No",0,60000,"Somewhat satisfied",NA,NA,"No opinion","Somewhat agree","Somewhat satisfied",1
"2218","Yes","Yes","No",0,60000,"Strongly satisfied",NA,NA,"Somewhat agree","Somewhat agree","Strongly satisfied",1
"2219","Yes","No","No",0,9000,"Strongly dissatisfied","Yes",NA,"No opinion","Somewhat agree","Strongly dissatisfied",0
"2220","No","No","No",0,5400,"Strongly satisfied",NA,NA,"Somewhat agree","Somewhat disagree","Strongly satisfied",1
"2221","Yes","No","No",0,20000,"Strongly satisfied",NA,NA,"Strongly disagree","Somewhat agree","Strongly satisfied",1
"2222","Yes","Yes","Yes",20,30000,"Strongly satisfied",NA,NA,"No opinion","Somewhat agree","Strongly satisfied",1
"2223","Yes","Yes","Yes",15,55000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Strongly agree","Somewhat satisfied",1
"2224","Yes","Yes","No",0,40000,"Strongly satisfied",NA,NA,"Strongly disagree","Strongly agree","Strongly satisfied",1
"2225","Yes","No","No",0,16000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat disagree","Somewhat satisfied",1
"2226","Yes","Yes","Yes",38,35000,"Strongly satisfied",NA,NA,"Strongly agree","Strongly agree","Strongly satisfied",1
"2227","Yes","Yes","No",0,18000,"Somewhat satisfied",NA,NA,"Somewhat agree","Strongly agree","Somewhat satisfied",1
"2228","Yes","No","No",0,24000,"Strongly satisfied",NA,NA,"Strongly agree","Somewhat agree","Strongly satisfied",1
"2229","Yes","Yes","Yes",41,40000,"Somewhat satisfied",NA,NA,"Strongly disagree","Strongly agree","Somewhat satisfied",1
"2230","Yes","No","No",0,32000,"Strongly satisfied",NA,NA,"Strongly disagree","Strongly agree","Strongly satisfied",1
"2231","Yes","Yes","Yes",10,60000,"Somewhat satisfied",NA,NA,"Strongly disagree","Strongly agree","Somewhat satisfied",1
"2232","Yes","Yes","Yes",3,60000,"Strongly satisfied",NA,NA,"Somewhat disagree","Strongly disagree","Strongly satisfied",1
"2233","Yes","No","Yes",15,45000,"Strongly satisfied",NA,NA,"Strongly disagree","Strongly agree","Strongly satisfied",1
"2234","Yes","No","No",0,2000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"2235","Yes","No","No",0,60000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"2236","Yes","Yes","No",0,32000,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Strongly satisfied",1
"2237","Yes","Yes","Yes",5,45000,"Strongly satisfied",NA,NA,"Strongly agree","Strongly agree","Strongly satisfied",1
"2238","Yes","Yes","Yes",35,30000,"Strongly satisfied",NA,NA,"Strongly agree","Strongly agree","Strongly satisfied",1
"2239","Yes","No","No",0,13000,"Strongly satisfied",NA,NA,"Somewhat agree","Somewhat agree","Strongly satisfied",1
"2240","Yes","No","Yes",2,60000,"Somewhat satisfied",NA,NA,"No opinion","Somewhat agree","Somewhat satisfied",1
"2241","Yes","Yes","No",0,35000,"Strongly satisfied",NA,NA,"Somewhat agree","Somewhat agree","Strongly satisfied",1
"2242","Yes","No","Yes",10,23000,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Strongly satisfied",1
"2243","Yes","Yes","Yes",20,22000,"Somewhat satisfied",NA,NA,"Strongly disagree","Somewhat agree","Somewhat satisfied",1
"2244","Yes","No","No",0,13000,"Strongly satisfied",NA,NA,"Strongly disagree","Strongly agree","Strongly satisfied",1
"2245","Yes","Yes","No",0,37000,"Somewhat satisfied",NA,NA,"Strongly disagree","Somewhat disagree","Somewhat satisfied",1
"2246","No","Yes","Yes",25,20000,"Somewhat dissatisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat dissatisfied",0
"2247","Yes","No","No",0,22000,"Strongly satisfied","No",NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"2248","Yes","No","No",0,20000,"Somewhat satisfied",NA,NA,"Strongly disagree","Somewhat agree","Somewhat satisfied",1
"2249","Yes","No","No",0,7000,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat disagree","Strongly satisfied",1
"2250","Yes","No","No",0,15000,"Somewhat satisfied",NA,NA,"No opinion","Strongly agree","Somewhat satisfied",1
"2251","No","No","No",0,29500,"Strongly satisfied",NA,NA,"Strongly disagree","Somewhat agree","Strongly satisfied",1
"2252","Yes","No","No",0,18000,"Strongly dissatisfied",NA,NA,"Somewhat agree","Somewhat agree","Strongly dissatisfied",0
"2253","Yes","No","Yes",8,19000,"Strongly satisfied",NA,NA,"Somewhat disagree","Strongly agree","Strongly satisfied",1
"2254","Yes","Yes","No",0,45000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"2255","Yes","No","No",0,20000,"Strongly satisfied","Not stated",NA,"Strongly disagree","Strongly agree","Strongly satisfied",1
"2256","Yes","No","Yes",0,32000,"Somewhat satisfied",NA,NA,"Strongly disagree","Somewhat agree","Somewhat satisfied",1
"2257","Yes","No","No",0,20000,"Somewhat satisfied",NA,NA,"No opinion","Somewhat agree","Somewhat satisfied",1
"2258","Yes","No","No",0,31000,"Strongly satisfied",NA,NA,"Strongly disagree","Somewhat agree","Strongly satisfied",1
"2259","Yes","No","No",0,40000,"Strongly satisfied",NA,NA,"No opinion","Somewhat agree","Strongly satisfied",1
"2260","Yes","Yes","Yes",30,45000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"2261","Yes","No","No",0,30000,"Somewhat satisfied",NA,NA,"Strongly agree","Strongly agree","Somewhat satisfied",1
"2262","Yes","Yes","No",0,42000,"Somewhat satisfied",NA,NA,"Strongly disagree","Strongly agree","Somewhat satisfied",1
"2263","Yes","Yes","Yes",25,60000,"Strongly satisfied",NA,NA,"Somewhat agree","Somewhat agree","Strongly satisfied",1
"2264","Yes","No","No",0,200,"Somewhat dissatisfied",NA,NA,"Somewhat disagree","Strongly agree","Somewhat dissatisfied",0
"2265","Yes","No","No",0,60000,"Strongly satisfied",NA,NA,"Strongly disagree","Strongly agree","Strongly satisfied",1
"2266","Yes","No","No",0,42000,"Strongly satisfied",NA,NA,"Somewhat agree","Somewhat agree","Strongly satisfied",1
"2267","Yes","No","No",0,14000,"Strongly satisfied",NA,NA,"Strongly disagree","Somewhat agree","Strongly satisfied",1
"2268","Yes","Yes","No",0,24000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"2269","Yes","No","Yes",10,25000,"Strongly satisfied",NA,NA,"Strongly disagree","Strongly agree","Strongly satisfied",1
"2270","Yes","No","Yes",7,40000,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Strongly satisfied",1
"2271","Yes","No","No",0,17000,"Strongly satisfied",NA,NA,"Somewhat agree","Somewhat agree","Strongly satisfied",1
"2272","Yes","Yes","Yes",2,60000,"Somewhat satisfied",NA,NA,"Somewhat agree","Strongly agree","Somewhat satisfied",1
"2273","Yes","No","Yes",1,35000,"Strongly satisfied",NA,NA,"No opinion","Strongly agree","Strongly satisfied",1
"2274","Yes","No","No",0,20000,"Strongly satisfied",NA,NA,"Strongly agree","Somewhat agree","Strongly satisfied",1
"2275","Yes","No","Yes",38,35000,"Strongly satisfied",NA,NA,"Somewhat agree","Somewhat agree","Strongly satisfied",1
"2276","Yes","Yes","Yes",30,25000,"Strongly satisfied",NA,NA,"Somewhat agree","Somewhat agree","Strongly satisfied",1
"2277","Yes","Yes","Yes",2,30000,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat disagree","Strongly satisfied",1
"2278","Yes","Yes","Yes",41,50000,"Strongly satisfied",NA,NA,"Strongly agree","Strongly agree","Strongly satisfied",1
"2279","Yes","Yes","Yes",35,7680,"Somewhat satisfied",NA,NA,"Somewhat disagree","Strongly agree","Somewhat satisfied",1
"2280","Yes","No","No",0,27000,"Somewhat satisfied",NA,NA,"No opinion","Strongly agree","Somewhat satisfied",1
"2281","Yes","No","Yes",2,40000,"Strongly satisfied",NA,NA,"Strongly disagree","Strongly agree","Strongly satisfied",1
"2282","Yes","No","No",0,15000,"Strongly satisfied","Not stated",NA,"Somewhat disagree","Somewhat agree","Strongly satisfied",1
"2283","Yes","No","No",0,40000,"Somewhat satisfied",NA,NA,"Strongly agree","Strongly agree","Somewhat satisfied",1
"2284","Yes","No","No",0,26000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Strongly agree","Somewhat satisfied",1
"2285","No","No","No",0,15000,"Strongly satisfied",NA,"Yes","Somewhat agree","Somewhat agree","Strongly satisfied",1
"2286","Yes","Yes","No",0,50000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"2287","Yes","No","No",0,0,"Strongly satisfied",NA,NA,"Strongly disagree","Somewhat agree","Strongly satisfied",1
"2288","No","No","No",0,22000,"Strongly satisfied",NA,NA,"Somewhat agree","Somewhat agree","Strongly satisfied",1
"2289","Yes","No","Yes",1,60000,"Somewhat satisfied",NA,NA,"No opinion","Strongly agree","Somewhat satisfied",1
"2290","Yes","Yes","No",0,18000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Strongly agree","Somewhat satisfied",1
"2291","Yes","Yes","Yes",12,15000,"Strongly satisfied",NA,NA,"No opinion","Strongly agree","Strongly satisfied",1
"2292","Yes","No","Yes",0,10000,"Strongly satisfied",NA,NA,"No opinion","Somewhat agree","Strongly satisfied",1
"2293","No","No","No",0,23000,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Strongly satisfied",1
"2294","Yes","Yes","No",0,0,"Strongly satisfied",NA,NA,"Strongly agree","Somewhat agree","Strongly satisfied",1
"2295","Yes","Yes","No",0,30000,"Somewhat satisfied",NA,NA,"Somewhat agree","Strongly agree","Somewhat satisfied",1
"2296","No","No","No",0,32000,"Strongly satisfied",NA,NA,"Strongly disagree","Somewhat agree","Strongly satisfied",1
"2297","Yes","No","Yes",25,25000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Strongly agree","Somewhat satisfied",1
"2298","Yes","No","No",0,25000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"2299","Yes","No","No",0,8000,"Strongly dissatisfied",NA,NA,"No opinion","Strongly agree","Strongly dissatisfied",0
"2300","Yes","No","No",0,5900,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat satisfied",1
"2301","Yes","No","No",0,10000,"Strongly satisfied",NA,NA,"Strongly agree","Strongly agree","Strongly satisfied",1
"2302","Yes","No","No",0,13000,"Somewhat satisfied",NA,"No","Strongly agree","Strongly agree","Somewhat satisfied",1
"2303","Yes","No","No",0,12000,"Strongly satisfied",NA,NA,"Strongly agree","Strongly disagree","Strongly satisfied",1
"2304","Yes","Yes","Yes",20,28000,"Strongly satisfied",NA,"No","Somewhat agree","Strongly agree","Strongly satisfied",1
"2305","Yes","No","Yes",35,40000,"Somewhat satisfied",NA,NA,"Somewhat agree","Strongly agree","Somewhat satisfied",1
"2306","Yes","No","No",0,8000,"No opinion",NA,NA,"Strongly disagree","Somewhat agree","No opinion",NA
"2307","Yes","Yes","Yes",5,3000,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Strongly satisfied",1
"2308","Yes","Yes","Yes",20,30000,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Strongly satisfied",1
"2309","Yes","Yes","Yes",2,50000,"Strongly satisfied",NA,NA,"Strongly agree","Somewhat disagree","Strongly satisfied",1
"2310","Yes","Yes","Yes",25,23000,"Somewhat dissatisfied",NA,NA,"Somewhat disagree","Strongly agree","Somewhat dissatisfied",0
"2311","Yes","No","Yes",35,25000,"Strongly satisfied",NA,NA,"Somewhat disagree","Strongly agree","Strongly satisfied",1
"2312","Yes","No","No",0,5900,"Somewhat satisfied",NA,NA,"No opinion","No opinion","Somewhat satisfied",1
"2313","Yes","Yes","No",0,45000,"Somewhat satisfied",NA,"No","No opinion","Somewhat agree","Somewhat satisfied",1
"2314","Yes","No","No",0,12000,"Somewhat satisfied",NA,NA,"Somewhat agree","Somewhat disagree","Somewhat satisfied",1
"2315","Yes","Yes","Yes",1,33000,NA,NA,NA,"Somewhat agree","Strongly agree","Not stated",NA
"2316","No","Yes","Yes",15,36000,"Strongly satisfied",NA,NA,"No opinion","Somewhat agree","Strongly satisfied",1
"2317","Yes","Yes","Yes",1,40000,"Strongly satisfied",NA,NA,"Strongly agree","Somewhat agree","Strongly satisfied",1
"2318","Yes","No","No",0,22000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"2319","Yes","Yes","No",0,22000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat satisfied",1
"2320","Yes","Yes","Yes",5,50000,"Strongly satisfied",NA,NA,"Strongly disagree","Strongly agree","Strongly satisfied",1
"2321","Yes","Yes","Yes",5,27500,"Strongly satisfied",NA,NA,"Strongly disagree","Somewhat agree","Strongly satisfied",1
"2322","Yes","No","No",0,60000,"Somewhat satisfied",NA,NA,"Strongly agree","Strongly agree","Somewhat satisfied",1
"2323","Yes","Yes","Yes",30,18000,"Strongly satisfied",NA,NA,"Strongly agree","Strongly agree","Strongly satisfied",1
"2324","Yes","No","No",0,55000,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat disagree","Strongly satisfied",1
"2325","Yes","No","Yes",30,15000,"Somewhat satisfied",NA,NA,"Strongly agree","Somewhat agree","Somewhat satisfied",1
"2326","No","No","No",0,0,"Somewhat satisfied",NA,NA,"No opinion","No opinion","Somewhat satisfied",1
"2327","Yes","No","No",0,45000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"2328","Yes","Yes","Yes",30,20000,"Strongly satisfied",NA,NA,"Somewhat agree","Somewhat disagree","Strongly satisfied",1
"2329","Yes","No","Yes",10,30000,"Somewhat satisfied",NA,NA,"Somewhat agree","Somewhat agree","Somewhat satisfied",1
"2330","Yes","Yes","Yes",30,50000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Strongly agree","Somewhat satisfied",1
"2331","No","No","No",0,15000,"Strongly satisfied",NA,NA,"No opinion","Somewhat agree","Strongly satisfied",1
"2332","Yes","No","Yes",1,60000,"Strongly satisfied",NA,NA,"Strongly disagree","Somewhat disagree","Strongly satisfied",1
"2333","Yes","Yes","Yes",40,60000,"Strongly satisfied",NA,NA,"Strongly agree","Strongly agree","Strongly satisfied",1
"2334","Yes","No","No",0,3000,"Strongly satisfied",NA,NA,"No opinion","Somewhat agree","Strongly satisfied",1
"2335","Yes","No","No",0,8760,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
